discount_20240615_1838;order_id;product_id;quantity_20240615_1838;unit_price_20240615_1838;discount_20240615_1840;quantity_20240615_1840;unit_price_20240615_1840;discount_20240615_2236;quantity_20240615_2236;unit_price_20240615_2236;discount;quantity;unit_price;customer_id;employee_id;freight;order_date;order_id;required_date;ship_address;ship_city;ship_country;ship_name;ship_postal_code;ship_region;ship_via;shipped_date
0;10292;20;20;64.8;0;20;64.8;0;20;64.8;0;20;64.8;TRADH;1;1.35;1996-08-28;10292;1996-09-25;Av. Inês de Castro, 414;Sao Paulo;Brazil;Tradiçao Hipermercados;05634-030;SP;2;1996-09-02
0;10293;18;12;50;0;12;50;0;12;50;0;12;50;TORTU;1;21.18;1996-08-29;10293;1996-09-26;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;3;1996-09-11
0;10293;24;10;3.6;0;10;3.6;0;10;3.6;0;10;3.6;TORTU;1;21.18;1996-08-29;10293;1996-09-26;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;3;1996-09-11
0;10293;63;5;35.1;0;5;35.1;0;5;35.1;0;5;35.1;TORTU;1;21.18;1996-08-29;10293;1996-09-26;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;3;1996-09-11
0;10293;75;6;6.2;0;6;6.2;0;6;6.2;0;6;6.2;TORTU;1;21.18;1996-08-29;10293;1996-09-26;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;3;1996-09-11
0;10294;1;18;14.4;0;18;14.4;0;18;14.4;0;18;14.4;RATTC;4;147.26;1996-08-30;10294;1996-09-27;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;2;1996-09-05
0;10294;17;15;31.2;0;15;31.2;0;15;31.2;0;15;31.2;RATTC;4;147.26;1996-08-30;10294;1996-09-27;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;2;1996-09-05
0;10294;43;15;36.8;0;15;36.8;0;15;36.8;0;15;36.8;RATTC;4;147.26;1996-08-30;10294;1996-09-27;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;2;1996-09-05
0;10294;60;21;27.2;0;21;27.2;0;21;27.2;0;21;27.2;RATTC;4;147.26;1996-08-30;10294;1996-09-27;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;2;1996-09-05
0;10294;75;6;6.2;0;6;6.2;0;6;6.2;0;6;6.2;RATTC;4;147.26;1996-08-30;10294;1996-09-27;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;2;1996-09-05
0;10295;56;4;30.4;0;4;30.4;0;4;30.4;0;4;30.4;VINET;2;1.15;1996-09-02;10295;1996-09-30;'59 rue de l''Abbaye';Reims;France;Vins et alcools Chevalier;51100;;2;1996-09-10
0;10296;11;12;16.8;0;12;16.8;0;12;16.8;0;12;16.8;LILAS;6;0.12;1996-09-03;10296;1996-10-01;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Venezuela;LILA-Supermercado;3508;Lara;1;1996-09-11
0;10296;16;30;13.9;0;30;13.9;0;30;13.9;0;30;13.9;LILAS;6;0.12;1996-09-03;10296;1996-10-01;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Venezuela;LILA-Supermercado;3508;Lara;1;1996-09-11
0;10296;69;15;28.8;0;15;28.8;0;15;28.8;0;15;28.8;LILAS;6;0.12;1996-09-03;10296;1996-10-01;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Venezuela;LILA-Supermercado;3508;Lara;1;1996-09-11
0;10297;39;60;14.4;0;60;14.4;0;60;14.4;0;60;14.4;BLONP;5;5.74;1996-09-04;10297;1996-10-16;24, place Kléber;Strasbourg;France;Blondel père et fils;67000;;2;1996-09-10
0;10297;72;20;27.8;0;20;27.8;0;20;27.8;0;20;27.8;BLONP;5;5.74;1996-09-04;10297;1996-10-16;24, place Kléber;Strasbourg;France;Blondel père et fils;67000;;2;1996-09-10
0;10298;2;40;15.2;0;40;15.2;0;40;15.2;0;40;15.2;HUNGO;6;168.22;1996-09-05;10298;1996-10-03;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1996-09-11
0.25;10298;36;40;15.2;0.25;40;15.2;0.25;40;15.2;0.25;40;15.2;HUNGO;6;168.22;1996-09-05;10298;1996-10-03;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1996-09-11
0.25;10298;59;30;44;0.25;30;44;0.25;30;44;0.25;30;44;HUNGO;6;168.22;1996-09-05;10298;1996-10-03;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1996-09-11
0;10298;62;15;39.4;0;15;39.4;0;15;39.4;0;15;39.4;HUNGO;6;168.22;1996-09-05;10298;1996-10-03;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1996-09-11
0;10299;19;15;7.3;0;15;7.3;0;15;7.3;0;15;7.3;RICAR;4;29.76;1996-09-06;10299;1996-10-04;Av. Copacabana, 267;Rio de Janeiro;Brazil;Ricardo Adocicados;02389-890;RJ;2;1996-09-13
0;10299;70;20;12;0;20;12;0;20;12;0;20;12;RICAR;4;29.76;1996-09-06;10299;1996-10-04;Av. Copacabana, 267;Rio de Janeiro;Brazil;Ricardo Adocicados;02389-890;RJ;2;1996-09-13
0;10300;66;30;13.6;0;30;13.6;0;30;13.6;0;30;13.6;MAGAA;2;17.68;1996-09-09;10300;1996-10-07;Via Ludovico il Moro 22;Bergamo;Italy;Magazzini Alimentari Riuniti;24100;;2;1996-09-18
0;10300;68;20;10;0;20;10;0;20;10;0;20;10;MAGAA;2;17.68;1996-09-09;10300;1996-10-07;Via Ludovico il Moro 22;Bergamo;Italy;Magazzini Alimentari Riuniti;24100;;2;1996-09-18
0;10301;40;10;14.7;0;10;14.7;0;10;14.7;0;10;14.7;WANDK;8;45.08;1996-09-09;10301;1996-10-07;Adenauerallee 900;Stuttgart;Germany;Die Wandernde Kuh;70563;;2;1996-09-17
0;10301;56;20;30.4;0;20;30.4;0;20;30.4;0;20;30.4;WANDK;8;45.08;1996-09-09;10301;1996-10-07;Adenauerallee 900;Stuttgart;Germany;Die Wandernde Kuh;70563;;2;1996-09-17
0;10302;17;40;31.2;0;40;31.2;0;40;31.2;0;40;31.2;SUPRD;4;6.27;1996-09-10;10302;1996-10-08;Boulevard Tirou, 255;Charleroi;Belgium;Suprêmes délices;B-6000;;2;1996-10-09
0;10302;28;28;36.4;0;28;36.4;0;28;36.4;0;28;36.4;SUPRD;4;6.27;1996-09-10;10302;1996-10-08;Boulevard Tirou, 255;Charleroi;Belgium;Suprêmes délices;B-6000;;2;1996-10-09
0;10302;43;12;36.8;0;12;36.8;0;12;36.8;0;12;36.8;SUPRD;4;6.27;1996-09-10;10302;1996-10-08;Boulevard Tirou, 255;Charleroi;Belgium;Suprêmes délices;B-6000;;2;1996-10-09
0.1;10303;40;40;14.7;0.1;40;14.7;0.1;40;14.7;0.1;40;14.7;GODOS;7;107.83;1996-09-11;10303;1996-10-09;C/ Romero, 33;Sevilla;Spain;Godos Cocina Típica;41101;;2;1996-09-18
0.1;10303;65;30;16.8;0.1;30;16.8;0.1;30;16.8;0.1;30;16.8;GODOS;7;107.83;1996-09-11;10303;1996-10-09;C/ Romero, 33;Sevilla;Spain;Godos Cocina Típica;41101;;2;1996-09-18
0.1;10303;68;15;10;0.1;15;10;0.1;15;10;0.1;15;10;GODOS;7;107.83;1996-09-11;10303;1996-10-09;C/ Romero, 33;Sevilla;Spain;Godos Cocina Típica;41101;;2;1996-09-18
0;10304;49;30;16;0;30;16;0;30;16;0;30;16;TORTU;1;63.79;1996-09-12;10304;1996-10-10;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;2;1996-09-17
0;10304;59;10;44;0;10;44;0;10;44;0;10;44;TORTU;1;63.79;1996-09-12;10304;1996-10-10;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;2;1996-09-17
0;10304;71;2;17.2;0;2;17.2;0;2;17.2;0;2;17.2;TORTU;1;63.79;1996-09-12;10304;1996-10-10;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;2;1996-09-17
0.1;10305;18;25;50;0.1;25;50;0.1;25;50;0.1;25;50;OLDWO;8;257.62;1996-09-13;10305;1996-10-11;2743 Bering St.;Anchorage;USA;Old World Delicatessen;99508;AK;3;1996-10-09
0.1;10305;29;25;99;0.1;25;99;0.1;25;99;0.1;25;99;OLDWO;8;257.62;1996-09-13;10305;1996-10-11;2743 Bering St.;Anchorage;USA;Old World Delicatessen;99508;AK;3;1996-10-09
0.1;10305;39;30;14.4;0.1;30;14.4;0.1;30;14.4;0.1;30;14.4;OLDWO;8;257.62;1996-09-13;10305;1996-10-11;2743 Bering St.;Anchorage;USA;Old World Delicatessen;99508;AK;3;1996-10-09
0;10306;30;10;20.7;0;10;20.7;0;10;20.7;0;10;20.7;ROMEY;1;7.56;1996-09-16;10306;1996-10-14;Gran Vía, 1;Madrid;Spain;Romero y tomillo;28001;;3;1996-09-23
0;10306;53;10;26.2;0;10;26.2;0;10;26.2;0;10;26.2;ROMEY;1;7.56;1996-09-16;10306;1996-10-14;Gran Vía, 1;Madrid;Spain;Romero y tomillo;28001;;3;1996-09-23
0;10306;54;5;5.9;0;5;5.9;0;5;5.9;0;5;5.9;ROMEY;1;7.56;1996-09-16;10306;1996-10-14;Gran Vía, 1;Madrid;Spain;Romero y tomillo;28001;;3;1996-09-23
0;10307;62;10;39.4;0;10;39.4;0;10;39.4;0;10;39.4;LONEP;2;0.56;1996-09-17;10307;1996-10-15;89 Chiaroscuro Rd.;Portland;USA;Lonesome Pine Restaurant;97219;OR;2;1996-09-25
0;10307;68;3;10;0;3;10;0;3;10;0;3;10;LONEP;2;0.56;1996-09-17;10307;1996-10-15;89 Chiaroscuro Rd.;Portland;USA;Lonesome Pine Restaurant;97219;OR;2;1996-09-25
0;10308;69;1;28.8;0;1;28.8;0;1;28.8;0;1;28.8;ANATR;7;1.61;1996-09-18;10308;1996-10-16;Avda. de la Constitución 2222;México D.F.;Mexico;Ana Trujillo Emparedados y helados;05021;;3;1996-09-24
0;10308;70;5;12;0;5;12;0;5;12;0;5;12;ANATR;7;1.61;1996-09-18;10308;1996-10-16;Avda. de la Constitución 2222;México D.F.;Mexico;Ana Trujillo Emparedados y helados;05021;;3;1996-09-24
0;10309;4;20;17.6;0;20;17.6;0;20;17.6;0;20;17.6;HUNGO;3;47.3;1996-09-19;10309;1996-10-17;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;1;1996-10-23
0;10309;6;30;20;0;30;20;0;30;20;0;30;20;HUNGO;3;47.3;1996-09-19;10309;1996-10-17;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;1;1996-10-23
0;10309;42;2;11.2;0;2;11.2;0;2;11.2;0;2;11.2;HUNGO;3;47.3;1996-09-19;10309;1996-10-17;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;1;1996-10-23
0;10309;43;20;36.8;0;20;36.8;0;20;36.8;0;20;36.8;HUNGO;3;47.3;1996-09-19;10309;1996-10-17;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;1;1996-10-23
0;10309;71;3;17.2;0;3;17.2;0;3;17.2;0;3;17.2;HUNGO;3;47.3;1996-09-19;10309;1996-10-17;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;1;1996-10-23
0;10310;16;10;13.9;0;10;13.9;0;10;13.9;0;10;13.9;THEBI;8;17.52;1996-09-20;10310;1996-10-18;89 Jefferson Way Suite 2;Portland;USA;The Big Cheese;97201;OR;2;1996-09-27
0;10310;62;5;39.4;0;5;39.4;0;5;39.4;0;5;39.4;THEBI;8;17.52;1996-09-20;10310;1996-10-18;89 Jefferson Way Suite 2;Portland;USA;The Big Cheese;97201;OR;2;1996-09-27
0;10311;42;6;11.2;0;6;11.2;0;6;11.2;0;6;11.2;DUMON;1;24.69;1996-09-20;10311;1996-10-04;67, rue des Cinquante Otages;Nantes;France;Du monde entier;44000;;3;1996-09-26
0;10311;69;7;28.8;0;7;28.8;0;7;28.8;0;7;28.8;DUMON;1;24.69;1996-09-20;10311;1996-10-04;67, rue des Cinquante Otages;Nantes;France;Du monde entier;44000;;3;1996-09-26
0;10312;28;4;36.4;0;4;36.4;0;4;36.4;0;4;36.4;WANDK;2;40.26;1996-09-23;10312;1996-10-21;Adenauerallee 900;Stuttgart;Germany;Die Wandernde Kuh;70563;;2;1996-10-03
0;10312;43;24;36.8;0;24;36.8;0;24;36.8;0;24;36.8;WANDK;2;40.26;1996-09-23;10312;1996-10-21;Adenauerallee 900;Stuttgart;Germany;Die Wandernde Kuh;70563;;2;1996-10-03
0;10312;53;20;26.2;0;20;26.2;0;20;26.2;0;20;26.2;WANDK;2;40.26;1996-09-23;10312;1996-10-21;Adenauerallee 900;Stuttgart;Germany;Die Wandernde Kuh;70563;;2;1996-10-03
0;10312;75;10;6.2;0;10;6.2;0;10;6.2;0;10;6.2;WANDK;2;40.26;1996-09-23;10312;1996-10-21;Adenauerallee 900;Stuttgart;Germany;Die Wandernde Kuh;70563;;2;1996-10-03
0;10313;36;12;15.2;0;12;15.2;0;12;15.2;0;12;15.2;QUICK;2;1.96;1996-09-24;10313;1996-10-22;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;2;1996-10-04
0.1;10314;32;40;25.6;0.1;40;25.6;0.1;40;25.6;0.1;40;25.6;RATTC;1;74.16;1996-09-25;10314;1996-10-23;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;2;1996-10-04
0.1;10314;58;30;10.6;0.1;30;10.6;0.1;30;10.6;0.1;30;10.6;RATTC;1;74.16;1996-09-25;10314;1996-10-23;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;2;1996-10-04
0.1;10314;62;25;39.4;0.1;25;39.4;0.1;25;39.4;0.1;25;39.4;RATTC;1;74.16;1996-09-25;10314;1996-10-23;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;2;1996-10-04
0;10315;34;14;11.2;0;14;11.2;0;14;11.2;0;14;11.2;ISLAT;4;41.76;1996-09-26;10315;1996-10-24;Garden House Crowther Way;Cowes;UK;Island Trading;PO31 7PJ;Isle of Wight;2;1996-10-03
0;10315;70;30;12;0;30;12;0;30;12;0;30;12;ISLAT;4;41.76;1996-09-26;10315;1996-10-24;Garden House Crowther Way;Cowes;UK;Island Trading;PO31 7PJ;Isle of Wight;2;1996-10-03
0;10316;41;10;7.7;0;10;7.7;0;10;7.7;0;10;7.7;RATTC;1;150.15;1996-09-27;10316;1996-10-25;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;3;1996-10-08
0;10316;62;70;39.4;0;70;39.4;0;70;39.4;0;70;39.4;RATTC;1;150.15;1996-09-27;10316;1996-10-25;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;3;1996-10-08
0;10317;1;20;14.4;0;20;14.4;0;20;14.4;0;20;14.4;LONEP;6;12.69;1996-09-30;10317;1996-10-28;89 Chiaroscuro Rd.;Portland;USA;Lonesome Pine Restaurant;97219;OR;1;1996-10-10
0;10318;41;20;7.7;0;20;7.7;0;20;7.7;0;20;7.7;ISLAT;8;4.73;1996-10-01;10318;1996-10-29;Garden House Crowther Way;Cowes;UK;Island Trading;PO31 7PJ;Isle of Wight;2;1996-10-04
0;10318;76;6;14.4;0;6;14.4;0;6;14.4;0;6;14.4;ISLAT;8;4.73;1996-10-01;10318;1996-10-29;Garden House Crowther Way;Cowes;UK;Island Trading;PO31 7PJ;Isle of Wight;2;1996-10-04
0;10319;17;8;31.2;0;8;31.2;0;8;31.2;0;8;31.2;TORTU;7;64.5;1996-10-02;10319;1996-10-30;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;3;1996-10-11
0;10319;28;14;36.4;0;14;36.4;0;14;36.4;0;14;36.4;TORTU;7;64.5;1996-10-02;10319;1996-10-30;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;3;1996-10-11
0;10319;76;30;14.4;0;30;14.4;0;30;14.4;0;30;14.4;TORTU;7;64.5;1996-10-02;10319;1996-10-30;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;3;1996-10-11
0;10320;71;30;17.2;0;30;17.2;0;30;17.2;0;30;17.2;WARTH;5;34.57;1996-10-03;10320;1996-10-17;Torikatu 38;Oulu;Finland;Wartian Herkku;90110;;3;1996-10-18
0;10321;35;10;14.4;0;10;14.4;0;10;14.4;0;10;14.4;ISLAT;3;3.43;1996-10-03;10321;1996-10-31;Garden House Crowther Way;Cowes;UK;Island Trading;PO31 7PJ;Isle of Wight;2;1996-10-11
0;10322;52;20;5.6;0;20;5.6;0;20;5.6;0;20;5.6;PERIC;7;0.4;1996-10-04;10322;1996-11-01;Calle Dr. Jorge Cash 321;México D.F.;Mexico;Pericles Comidas clásicas;05033;;3;1996-10-23
0;10323;15;5;12.4;0;5;12.4;0;5;12.4;0;5;12.4;KOENE;4;4.88;1996-10-07;10323;1996-11-04;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;1;1996-10-14
0;10323;25;4;11.2;0;4;11.2;0;4;11.2;0;4;11.2;KOENE;4;4.88;1996-10-07;10323;1996-11-04;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;1;1996-10-14
0;10323;39;4;14.4;0;4;14.4;0;4;14.4;0;4;14.4;KOENE;4;4.88;1996-10-07;10323;1996-11-04;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;1;1996-10-14
0.15;10324;16;21;13.9;0.15;21;13.9;0.15;21;13.9;0.15;21;13.9;SAVEA;9;214.27;1996-10-08;10324;1996-11-05;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1996-10-10
0.15;10324;35;70;14.4;0.15;70;14.4;0.15;70;14.4;0.15;70;14.4;SAVEA;9;214.27;1996-10-08;10324;1996-11-05;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1996-10-10
0;10324;46;30;9.6;0;30;9.6;0;30;9.6;0;30;9.6;SAVEA;9;214.27;1996-10-08;10324;1996-11-05;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1996-10-10
0.15;10324;59;40;44;0.15;40;44;0.15;40;44;0.15;40;44;SAVEA;9;214.27;1996-10-08;10324;1996-11-05;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1996-10-10
0.15;10324;63;80;35.1;0.15;80;35.1;0.15;80;35.1;0.15;80;35.1;SAVEA;9;214.27;1996-10-08;10324;1996-11-05;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1996-10-10
0;10325;6;6;20;0;6;20;0;6;20;0;6;20;KOENE;1;64.86;1996-10-09;10325;1996-10-23;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;3;1996-10-14
0;10325;13;12;4.8;0;12;4.8;0;12;4.8;0;12;4.8;KOENE;1;64.86;1996-10-09;10325;1996-10-23;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;3;1996-10-14
0;10325;14;9;18.6;0;9;18.6;0;9;18.6;0;9;18.6;KOENE;1;64.86;1996-10-09;10325;1996-10-23;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;3;1996-10-14
0;10325;31;4;10;0;4;10;0;4;10;0;4;10;KOENE;1;64.86;1996-10-09;10325;1996-10-23;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;3;1996-10-14
0;10325;72;40;27.8;0;40;27.8;0;40;27.8;0;40;27.8;KOENE;1;64.86;1996-10-09;10325;1996-10-23;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;3;1996-10-14
0;10326;4;24;17.6;0;24;17.6;0;24;17.6;0;24;17.6;BOLID;4;77.92;1996-10-10;10326;1996-11-07;C/ Araquil, 67;Madrid;Spain;Bólido Comidas preparadas;28023;;2;1996-10-14
0;10326;57;16;15.6;0;16;15.6;0;16;15.6;0;16;15.6;BOLID;4;77.92;1996-10-10;10326;1996-11-07;C/ Araquil, 67;Madrid;Spain;Bólido Comidas preparadas;28023;;2;1996-10-14
0;10326;75;50;6.2;0;50;6.2;0;50;6.2;0;50;6.2;BOLID;4;77.92;1996-10-10;10326;1996-11-07;C/ Araquil, 67;Madrid;Spain;Bólido Comidas preparadas;28023;;2;1996-10-14
0.2;10327;2;25;15.2;0.2;25;15.2;0.2;25;15.2;0.2;25;15.2;FOLKO;2;63.36;1996-10-11;10327;1996-11-08;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;1;1996-10-14
0.2;10327;11;50;16.8;0.2;50;16.8;0.2;50;16.8;0.2;50;16.8;FOLKO;2;63.36;1996-10-11;10327;1996-11-08;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;1;1996-10-14
0.2;10327;30;35;20.7;0.2;35;20.7;0.2;35;20.7;0.2;35;20.7;FOLKO;2;63.36;1996-10-11;10327;1996-11-08;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;1;1996-10-14
0.2;10327;58;30;10.6;0.2;30;10.6;0.2;30;10.6;0.2;30;10.6;FOLKO;2;63.36;1996-10-11;10327;1996-11-08;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;1;1996-10-14
0;10328;59;9;44;0;9;44;0;9;44;0;9;44;FURIB;4;87.03;1996-10-14;10328;1996-11-11;Jardim das rosas n. 32;Lisboa;Portugal;Furia Bacalhau e Frutos do Mar;1675;;3;1996-10-17
0;10328;65;40;16.8;0;40;16.8;0;40;16.8;0;40;16.8;FURIB;4;87.03;1996-10-14;10328;1996-11-11;Jardim das rosas n. 32;Lisboa;Portugal;Furia Bacalhau e Frutos do Mar;1675;;3;1996-10-17
0;10328;68;10;10;0;10;10;0;10;10;0;10;10;FURIB;4;87.03;1996-10-14;10328;1996-11-11;Jardim das rosas n. 32;Lisboa;Portugal;Furia Bacalhau e Frutos do Mar;1675;;3;1996-10-17
0.05;10329;19;10;7.3;0.05;10;7.3;0.05;10;7.3;0.05;10;7.3;SPLIR;4;191.67;1996-10-15;10329;1996-11-26;P.O. Box 555;Lander;USA;Split Rail Beer & Ale;82520;WY;2;1996-10-23
0.05;10329;30;8;20.7;0.05;8;20.7;0.05;8;20.7;0.05;8;20.7;SPLIR;4;191.67;1996-10-15;10329;1996-11-26;P.O. Box 555;Lander;USA;Split Rail Beer & Ale;82520;WY;2;1996-10-23
0.05;10329;38;20;210.8;0.05;20;210.8;0.05;20;210.8;0.05;20;210.8;SPLIR;4;191.67;1996-10-15;10329;1996-11-26;P.O. Box 555;Lander;USA;Split Rail Beer & Ale;82520;WY;2;1996-10-23
0.05;10329;56;12;30.4;0.05;12;30.4;0.05;12;30.4;0.05;12;30.4;SPLIR;4;191.67;1996-10-15;10329;1996-11-26;P.O. Box 555;Lander;USA;Split Rail Beer & Ale;82520;WY;2;1996-10-23
0.15;10330;26;50;24.9;0.15;50;24.9;0.15;50;24.9;0.15;50;24.9;LILAS;3;12.75;1996-10-16;10330;1996-11-13;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Venezuela;LILA-Supermercado;3508;Lara;1;1996-10-28
0.15;10330;72;25;27.8;0.15;25;27.8;0.15;25;27.8;0.15;25;27.8;LILAS;3;12.75;1996-10-16;10330;1996-11-13;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Venezuela;LILA-Supermercado;3508;Lara;1;1996-10-28
0;10331;54;15;5.9;0;15;5.9;0;15;5.9;0;15;5.9;BONAP;9;10.19;1996-10-16;10331;1996-11-27;12, rue des Bouchers;Marseille;France;'Bon app''';13008;;1;1996-10-21
0.2;10332;18;40;50;0.2;40;50;0.2;40;50;0.2;40;50;MEREP;3;52.84;1996-10-17;10332;1996-11-28;43 rue St. Laurent;Montréal;Canada;Mère Paillarde;H1J 1C3;Québec;2;1996-10-21
0.2;10332;42;10;11.2;0.2;10;11.2;0.2;10;11.2;0.2;10;11.2;MEREP;3;52.84;1996-10-17;10332;1996-11-28;43 rue St. Laurent;Montréal;Canada;Mère Paillarde;H1J 1C3;Québec;2;1996-10-21
0.2;10332;47;16;7.6;0.2;16;7.6;0.2;16;7.6;0.2;16;7.6;MEREP;3;52.84;1996-10-17;10332;1996-11-28;43 rue St. Laurent;Montréal;Canada;Mère Paillarde;H1J 1C3;Québec;2;1996-10-21
0;10333;14;10;18.6;0;10;18.6;0;10;18.6;0;10;18.6;WARTH;5;0.59;1996-10-18;10333;1996-11-15;Torikatu 38;Oulu;Finland;Wartian Herkku;90110;;3;1996-10-25
0.1;10333;21;10;8;0.1;10;8;0.1;10;8;0.1;10;8;WARTH;5;0.59;1996-10-18;10333;1996-11-15;Torikatu 38;Oulu;Finland;Wartian Herkku;90110;;3;1996-10-25
0.1;10333;71;40;17.2;0.1;40;17.2;0.1;40;17.2;0.1;40;17.2;WARTH;5;0.59;1996-10-18;10333;1996-11-15;Torikatu 38;Oulu;Finland;Wartian Herkku;90110;;3;1996-10-25
0;10334;52;8;5.6;0;8;5.6;0;8;5.6;0;8;5.6;VICTE;8;8.56;1996-10-21;10334;1996-11-18;2, rue du Commerce;Lyon;France;Victuailles en stock;69004;;2;1996-10-28
0;10334;68;10;10;0;10;10;0;10;10;0;10;10;VICTE;8;8.56;1996-10-21;10334;1996-11-18;2, rue du Commerce;Lyon;France;Victuailles en stock;69004;;2;1996-10-28
0.2;10335;2;7;15.2;0.2;7;15.2;0.2;7;15.2;0.2;7;15.2;HUNGO;7;42.11;1996-10-22;10335;1996-11-19;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1996-10-24
0.2;10335;31;25;10;0.2;25;10;0.2;25;10;0.2;25;10;HUNGO;7;42.11;1996-10-22;10335;1996-11-19;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1996-10-24
0.2;10335;32;6;25.6;0.2;6;25.6;0.2;6;25.6;0.2;6;25.6;HUNGO;7;42.11;1996-10-22;10335;1996-11-19;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1996-10-24
0.2;10335;51;48;42.4;0.2;48;42.4;0.2;48;42.4;0.2;48;42.4;HUNGO;7;42.11;1996-10-22;10335;1996-11-19;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1996-10-24
0.1;10336;4;18;17.6;0.1;18;17.6;0.1;18;17.6;0.1;18;17.6;PRINI;7;15.51;1996-10-23;10336;1996-11-20;Estrada da saúde n. 58;Lisboa;Portugal;Princesa Isabel Vinhos;1756;;2;1996-10-25
0;10337;23;40;7.2;0;40;7.2;0;40;7.2;0;40;7.2;FRANK;4;108.26;1996-10-24;10337;1996-11-21;Berliner Platz 43;München;Germany;Frankenversand;80805;;3;1996-10-29
0;10337;26;24;24.9;0;24;24.9;0;24;24.9;0;24;24.9;FRANK;4;108.26;1996-10-24;10337;1996-11-21;Berliner Platz 43;München;Germany;Frankenversand;80805;;3;1996-10-29
0;10337;36;20;15.2;0;20;15.2;0;20;15.2;0;20;15.2;FRANK;4;108.26;1996-10-24;10337;1996-11-21;Berliner Platz 43;München;Germany;Frankenversand;80805;;3;1996-10-29
